danceability,energy,key,loudness,popularity
0.685,0.38,8,-11.219,1
0.785,0.295,8,-9.163,1
0.673,0.427,2,-10.131,1
0.801,0.875,7,-9.705,1
0.449,0.565,10,-11.564,0
0.589,0.696,8,-8.109,1
0.707,0.776,4,-7.378,1
0.654,0.835,11,-6.522,1
0.792,0.701,6,-7.198,1
0.403,0.995,9,-7.849,0
0.397,0.419,5,-11.469,0
0.567,0.512,0,-8.831,1
0.587,0.773,0,-7.684,0
0.596,0.543,2,-10.793,0
0.554,0.404,5,-10.097,0
0.712,0.723,7,-7.47,1
0.644,0.912,7,-6.327,1
0.562,0.481,0,-8.753,1
0.299,0.0272,2,-21.701,0
0.282,0.99,4,-5.031,0
0.191,0.716,2,-12.28,0
0.777,0.879,1,-2.349,0
0.642,0.448,5,-10.418,1
0.497,0.518,1,-9.301,1
0.669,0.882,3,-5.702,0
0.85,0.513,7,-10.663,1
0.545,0.753,7,-6.828,0
0.765,0.408,4,-13.079,0
0.263,0.417,7,-4.937,0
0.689,0.613,0,-8.504,0
0.774,0.586,10,-10.434,1
0.712,0.773,11,-4.595,1
0.623,0.787,4,-8.519,1
0.616,0.466,10,-6.596,0
0.705,0.608,1,-5.521,1
0.59,0.666,4,-4.047,1
0.82,0.921,11,-8.019,1
0.329,0.933,0,-6.851,0
0.458,0.395,5,-7.313,1
0.369,0.948,2,-3.923,1
0.66,0.604,5,-8.318,1
0.287,0.0955,3,-19.68,0
0.568,0.778,4,-7.871,0
0.563,0.524,6,-7.62,1
0.735,0.873,10,-3.493,1
0.682,0.555,6,-6.349,1
0.195,0.113,7,-19.68,0
0.575,0.886,5,-5.182,1
0.749,0.874,6,-3.981,1
0.685,0.852,2,-7.324,1
0.743,0.675,8,-4.267,1
0.583,0.276,2,-12.912,1
0.629,0.721,6,-3.722,1
0.673,0.618,5,-10.878,1
0.566,0.864,9,-10.704,0
0.479,0.691,9,-11.736,0
0.556,0.0945,9,-16.027,0
0.348,0.635,4,-6.836,1
0.447,0.725,6,-9.902,1
0.674,0.659,8,-8.049,1
0.376,0.301,7,-18.086,0
0.846,0.72,11,-7.096,1
0.753,0.421,5,-13.705,0
0.838,0.452,11,-15.219,1
0.496,0.514,7,-13.394,1
0.284,0.489,6,-14.848,0
0.594,0.883,5,-4.279,1
0.816,0.913,5,-5.042,1
0.562,0.593,5,-9.362,1
0.628,0.426,5,-8.084,1
0.611,0.815,9,-6.301,1
0.635,0.712,8,-4.998,1
0.587,0.132,3,-17.782,0
0.612,0.804,7,-7.275,1
0.479,0.795,4,-6.408,1
0.291,0.546,1,-10.473,1
0.45,0.0788,3,-21.681,0
0.723,0.596,2,-10.124,0
0.801,0.592,1,-9.868,1
0.643,0.671,1,-7.158,1
0.476,0.443,9,-7.563,1
0.666,0.521,9,-10.993,1
0.588,0.149,7,-16.728,1
0.628,0.496,1,-7.103,1
0.89,0.575,5,-5.729,1
0.672,0.686,11,-5.179,0
0.513,0.514,1,-5.819,1
0.337,0.387,7,-14.688,0
0.181,0.935,1,-7.028,0
0.764,0.589,0,-16.025,0
0.566,0.361,5,-11.302,0
0.824,0.574,1,-7.541,1
0.586,0.564,9,-11.243,0
0.584,0.791,10,-9.037,0
0.358,0.93,11,-5.999,0
0.706,0.679,1,-4.408,1
0.593,0.786,4,-3.596,1
0.522,0.628,11,-9.618,1
0.68,0.818,10,-7.832,0
0.219,0.239,9,-16.716,0
0.572,0.358,5,-10.795,1
0.527,0.165,11,-17.163,0
0.57,0.352,9,-15.484,1
0.642,0.45,8,-9.53,1
0.481,0.766,9,-8.176,0
0.884,0.553,11,-6.514,1
0.25,0.389,9,-12.552,0
0.663,0.579,10,-6.982,0
0.827,0.847,2,-6.089,1
0.679,0.886,1,-6.437,1
0.763,0.501,10,-17.538,0
0.574,0.313,2,-14.227,1
0.696,0.212,4,-16.799,0
0.78,0.342,1,-7.582,1
0.522,0.298,11,-16.605,0
0.723,0.865,5,-10.517,1
0.68,0.745,9,-10.633,0
0.595,0.418,9,-8.092,1
0.597,0.832,11,-6.687,1
0.21,0.89,1,-15.659,0
0.523,0.366,10,-14.069,1
0.526,0.484,0,-11.302,1
0.247,0.928,1,-4.668,0
0.0752,0.11,5,-21.764,0
0.939,0.472,10,-12.237,0
0.409,0.849,0,-8.265,0
0.867,0.679,10,-12.028,1
0.392,0.0949,2,-20.899,0
0.579,0.925,0,-2.217,1
0.634,0.276,0,-13.125,0
0.608,0.583,4,-9.727,1
0.587,0.396,7,-14.701,1
0.513,0.769,11,-9.041,0
0.828,0.657,0,-6.958,1
0.583,0.808,9,-7.66,0
0.922,0.733,8,-12.59,1
0.249,0.822,9,-8.325,0
0.661,0.346,11,-9.115,1
0.621,0.419,0,-10.986,0
0.114,0.961,5,-9.558,0
0.814,0.938,6,-5.557,1
0.656,0.695,9,-11.66,0
0.771,0.745,11,-10.217,1
0.607,0.483,0,-7.294,1
0.661,0.493,8,-8.485,1
0.454,0.99,1,-3.241,0
0.654,0.837,9,-6.121,1
0.698,0.726,7,-11.9,0
0.434,0.614,7,-13.432,0
0.573,0.929,11,-5.996,1
0.649,0.747,3,-4.695,1
0.647,0.536,0,-10.733,1
0.561,0.189,9,-14.786,0
0.662,0.891,3,-7.245,1
0.6,0.811,5,-7.693,1
0.552,0.931,0,-13.99,0
0.531,0.47,6,-8.004,1
0.657,0.344,1,-17.825,0
0.586,0.572,5,-7.523,1
0.44,0.232,4,-12.938,0
0.501,0.685,5,-7.349,0
0.639,0.667,7,-6.005,1
0.663,0.711,6,-7.655,0
0.596,0.248,10,-16.91,0
0.627,0.669,0,-9.985,1
0.712,0.787,9,-13.26,1
0.601,0.527,1,-8.894,1
0.535,0.921,8,-11.591,0
0.598,0.898,0,-8.529,0
0.729,0.688,3,-7.468,1
0.33,0.352,9,-13.39,0
0.492,0.967,9,-4.796,0
0.572,0.284,7,-14.453,1
0.309,0.566,7,-8.907,0
0.508,0.387,0,-15.625,0
0.831,0.577,9,-13.311,0
0.704,0.614,1,-7.327,0
0.81,0.695,5,-12.172,1
0.549,0.804,7,-6.115,1
0.602,0.821,2,-8.844,1
0.664,0.726,7,-10.216,0
0.499,0.154,7,-18.226,0
0.519,0.0827,2,-17.542,0
0.478,0.292,7,-11.009,0
0.68,0.46,8,-11.511,0
0.538,0.763,5,-5.238,1
0.662,0.605,1,-9.475,1
0.597,0.616,7,-5.863,1
0.628,0.672,9,-8.59,0
0.732,0.322,2,-12.7,0
0.736,0.854,0,-7.878,0
0.499,0.594,9,-6.328,1
0.755,0.621,9,-7.384,1
0.511,0.402,4,-10.695,1
0.642,0.563,5,-4.652,0
0.255,0.915,1,-7.261,0
0.534,0.511,2,-18.184,0
0.575,0.202,9,-11.926,0
0.335,0.541,4,-6.623,0
0.768,0.864,11,-6.145,1
0.775,0.759,10,-9.836,1
0.224,0.406,2,-9.04,0
0.581,0.88,4,-7.794,1
0.758,0.177,9,-15.681,0
0.518,0.974,9,-4.337,0
0.7,0.455,9,-13.607,0
0.889,0.608,11,-9.396,1
0.707,0.427,5,-12.216,1
0.728,0.613,7,-12.704,1
0.785,0.688,9,-7.348,1
0.404,0.405,7,-8.137,1
0.658,0.711,2,-7.424,1
0.729,0.881,5,-5.024,1
0.834,0.871,10,-6.972,1
0.352,0.698,7,-6.278,1
0.878,0.295,2,-16.429,0
0.338,0.974,4,-7.43,0
0.829,0.684,6,-8.058,1
0.577,0.823,8,-6.15,0
0.734,0.864,2,-6.119,1
0.745,0.898,7,-8.882,0
0.54,0.222,0,-15.177,0
0.595,0.717,0,-4.803,1
0.637,0.809,9,-9.68,0
0.519,0.517,1,-7.531,1
0.607,0.735,11,-6.725,1
0.349,0.986,11,-3.241,0
0.77,0.518,1,-7.594,1
0.67,0.558,2,-9.159,1
0.672,0.724,1,-13.156,0
0.873,0.591,7,-8.942,1
0.765,0.831,7,-6.522,1
0.505,0.585,7,-9.412,1
0.61,0.945,7,-4.199,1
0.41,0.663,6,-9.006,1
0.355,0.219,2,-18.043,0
0.771,0.597,8,-8.696,1
0.723,0.673,0,-11.564,0
0.758,0.896,9,-3.311,1
0.698,0.48,7,-7.932,1
0.683,0.635,2,-9.027,1
0.568,0.505,2,-6.61,1
0.656,0.746,8,-5.379,1
0.841,0.856,1,-8.324,1
0.726,0.667,8,-7.576,1
0.651,0.753,7,-9.143,1
0.863,0.543,6,-13.497,1
0.592,0.692,1,-11.904,0
0.652,0.498,11,-6.201,1
0.567,0.983,5,-5.01,1
0.459,0.445,11,-8.756,0
0.534,0.415,1,-11.781,1
0.382,0.492,3,-12.177,0
0.762,0.646,10,-8.69,1
0.705,0.673,6,-8.347,1
0.545,0.812,9,-5.672,1
0.737,0.804,1,-4.59,1
0.709,0.804,11,-9.903,1
0.587,0.699,2,-10.196,0
0.25,0.221,0,-18.137,0
0.706,0.727,5,-8.06,1
0.688,0.589,1,-9.653,0
0.349,0.925,9,-6.767,0
0.521,0.765,0,-14.367,1
0.571,0.604,0,-14.474,1
0.33,0.879,9,-6.39,0
0.539,0.937,10,-5.74,0
0.595,0.927,0,-4.643,1
0.377,0.65,2,-5.902,0
0.856,0.963,4,-8.084,1
0.753,0.488,10,-8.259,1
0.695,0.74,1,-6.878,0
0.8,0.637,11,-9.448,0
0.397,0.947,4,-5.526,0
0.731,0.505,5,-11.334,1
0.757,0.68,1,-8.857,1
0.619,0.527,5,-9.376,1
0.713,0.189,2,-14.503,0
0.362,0.839,8,-4.956,0
0.789,0.904,8,-8.386,1
0.211,0.699,1,-20.863,0
0.497,0.532,0,-10.512,0
0.528,0.919,9,-7.005,1
0.615,0.964,6,-2.588,0
0.414,0.945,9,-4.66,0
0.739,0.951,1,-8.863,1
0.673,0.466,3,-8.735,0
0.507,0.934,11,-8.888,1
0.869,0.776,1,-6.918,1
0.293,0.926,10,-6.56,0
0.539,0.826,7,-8.037,1
0.51,0.915,4,-3.036,1
0.627,0.814,5,-5.863,1
0.0665,0.814,11,-6.232,0
0.248,0.298,0,-15.661,0
0.562,0.298,0,-12.215,0
0.288,0.0481,2,-20.447,0
0.561,0.51,8,-12.175,1
0.708,0.564,5,-9.322,1
0.476,0.988,2,-6.354,0
0.51,0.808,6,-8.649,1
0.613,0.355,6,-8.218,1
0.61,0.68,4,-7.563,1
0.638,0.836,2,-3.944,0
0.866,0.192,4,-16.407,0
0.443,0.155,2,-12.742,0
0.375,0.927,8,-7.832,0
0.654,0.854,2,-7.739,0
0.647,0.417,7,-10.421,0
0.221,0.97,8,-6.884,0
0.425,0.934,0,-4.072,0
0.837,0.388,9,-13.319,1
0.368,0.547,4,-9.092,0
0.342,0.65,9,-9.265,0
0.481,0.523,0,-6.518,1
0.366,0.536,11,-13.058,0
0.644,0.785,4,-6.118,1
0.199,0.995,7,-7.42,0
0.488,0.425,10,-9.407,1
0.535,0.702,2,-9.804,1
0.789,0.352,10,-14.022,1
0.684,0.687,0,-6.393,1
0.365,0.863,2,-7.32,0
0.733,0.322,8,-13.577,0
0.651,0.525,5,-6.932,0
0.722,0.661,2,-8.236,1
0.375,0.507,7,-13.372,1
0.476,0.584,10,-12.357,1
0.443,0.18,7,-20.968,0
0.608,0.494,4,-12.211,1
0.728,0.618,7,-7.197,0
0.635,0.579,4,-8.292,0
0.654,0.924,2,-7.44,1
0.604,0.493,7,-11.134,1
0.756,0.422,11,-12.967,1
0.288,0.95,2,-9.896,0
0.268,0.459,7,-6.948,1
0.701,0.515,4,-7.899,1
0.506,0.893,6,-8.376,1
0.671,0.128,5,-19.1,0
0.441,0.538,9,-8.597,1
0.868,0.646,1,-4.674,1
0.363,0.528,5,-10.08,1
0.859,0.905,0,-5.539,1
0.16,0.843,4,-7.092,0
0.253,0.996,0,-3.932,0
0.767,0.479,11,-13.342,1
0.527,0.461,11,-7.57,1
0.355,0.191,10,-14.856,0
0.524,0.308,9,-13.957,0
0.455,0.29,0,-11.473,0
0.705,0.439,6,-10.246,1
0.555,0.86,2,-5.965,1
0.232,0.978,4,-5.766,0
0.744,0.56,10,-10.408,1
0.745,0.771,4,-8.231,1
0.605,0.937,2,-7.841,1
0.431,0.443,8,-15.63,0
0.52,0.652,5,-6.655,1
0.626,0.735,2,-8.475,1
0.665,0.991,7,-6.725,1
0.532,0.405,1,-11.516,1
0.91,0.681,1,-9.639,1
0.317,0.421,8,-5.912,0
0.55,0.653,5,-14.199,0
0.699,0.477,2,-9.339,1
0.588,0.149,7,-16.728,1
0.847,0.402,7,-9.952,1
0.555,0.698,0,-8.874,1
0.685,0.49,10,-11.041,0
0.603,0.417,10,-9.408,1
0.758,0.679,0,-6.646,0
0.77,0.475,7,-9.512,1
0.577,0.764,2,-9.617,1
0.734,0.462,2,-11.43,0
0.66,0.843,8,-5.713,1
0.566,0.918,0,-5.573,1
0.438,0.905,9,-6.161,1
0.312,0.966,7,-6.162,0
0.734,0.389,9,-13.423,0
0.33,0.433,0,-12.798,0
0.613,0.798,5,-7.685,0
0.261,0.539,0,-11.215,0
0.669,0.931,11,-7.161,1
0.568,0.753,9,-7.77,0
0.724,0.779,9,-10.036,1
0.44,0.252,2,-12.3,0
0.635,0.614,7,-7.165,1
0.631,0.749,7,-8.15,1
0.488,0.32,7,-20.888,0
0.395,0.734,1,-8.629,0
0.569,0.151,2,-21.667,0
0.294,0.857,2,-10.764,0
0.408,0.749,0,-6.057,0
0.661,0.619,8,-9.728,0
0.512,0.402,0,-15.562,0
0.888,0.584,7,-13.308,1
0.477,0.366,5,-17.751,0
0.767,0.537,9,-9.065,0
0.711,0.667,4,-5.75,1
0.495,0.285,7,-14.544,0
0.373,0.989,1,-1.555,0
0.698,0.611,7,-8.079,0
0.59,0.71,8,-11.765,1
0.577,0.462,2,-7.989,1
0.476,0.658,6,-6.737,1
0.559,0.862,7,-7.819,1
0.42,0.574,4,-5.149,1
0.559,0.327,10,-17.102,0
0.542,0.554,7,-12.409,0
0.32,0.804,0,-10.285,0
0.578,0.375,11,-11.279,0
0.642,0.243,4,-21.302,0
0.494,0.938,7,-7.13,0
0.265,0.892,8,-13.763,0
0.641,0.43,1,-13.314,1
0.274,0.721,7,-8.352,0
0.154,0.319,9,-13.095,0
0.707,0.5,9,-15.198,1
0.745,0.771,6,-6.416,1
0.682,0.579,2,-6.526,1
0.85,0.742,4,-7.747,1
0.516,0.733,7,-11.341,1
0.645,0.396,7,-13.684,0
0.522,0.769,4,-9.9,1
0.623,0.646,5,-9.888,1
0.714,0.826,11,-8.668,1
0.543,0.43,7,-7.483,1
0.769,0.636,5,-7.168,1
0.664,0.644,6,-10.631,1
0.403,0.79,9,-8.721,0
0.747,0.52,10,-10.523,1
0.692,0.721,11,-7.467,0
0.574,0.618,10,-11.135,1
0.441,0.414,0,-15.937,0
0.584,0.444,9,-11.424,1
0.605,0.47,9,-10.56,0
0.532,0.0744,1,-16.092,1
0.566,0.713,0,-12.713,0
0.472,0.485,8,-8.412,1
0.858,0.609,1,-10.695,1
0.375,0.527,10,-9.216,0
0.682,0.46,2,-8.831,0
0.664,0.497,8,-11.975,1
0.729,0.635,7,-5.729,1
0.745,0.645,6,-12.039,1
0.766,0.882,5,-4.478,1
0.6,0.772,5,-8.483,1
0.697,0.608,4,-10.976,1
0.455,0.682,9,-6.996,1
0.586,0.609,7,-13.508,0
0.451,0.758,2,-13.521,0
0.478,0.267,3,-12.184,1
0.409,0.626,2,-8.032,1
0.55,0.339,5,-14.157,1
0.586,0.491,2,-9.691,0
0.789,0.643,0,-7.188,0
0.613,0.934,0,-3.711,0
0.723,0.725,4,-11.829,1
0.256,0.133,0,-12.382,0
0.796,0.638,7,-3.923,1
0.403,0.282,10,-7.95,1
0.279,0.913,5,-11.39,0
0.665,0.887,7,-4.45,1
0.774,0.722,9,-8.56,1
0.643,0.43,4,-11.694,1
0.709,0.782,7,-3.438,1
0.951,0.51,1,-9.75,1
0.592,0.114,8,-21.159,0
0.575,0.392,9,-10.383,0
0.664,0.775,7,-10.811,0
0.685,0.547,11,-12.417,1
0.678,0.656,7,-6.41,1
0.371,0.737,7,-10.363,0
0.637,0.875,10,-6.292,1
0.433,0.143,2,-12.909,0
0.49,0.354,7,-14.953,1
0.779,0.715,2,-5.886,1
0.691,0.571,10,-7.737,1
0.46,0.348,10,-21.818,0
0.463,0.777,9,-7.091,0
0.258,0.603,11,-6.855,0
0.848,0.896,1,-3.871,1
0.331,0.574,7,-10.311,0
0.793,0.756,6,-5.675,0
0.93,0.547,0,-14.057,1
0.543,0.257,7,-14.322,1
0.441,0.659,9,-7.395,1
0.677,0.845,2,-8.27,1
0.529,0.866,11,-5.053,1
0.469,0.243,3,-12.056,0
0.429,0.367,0,-15.788,0
0.694,0.923,4,-7.428,1
0.563,0.866,7,-8.861,1
0.694,0.881,1,-4.053,1
0.437,0.723,1,-7.013,1
0.36,0.881,0,-6.815,1
0.798,0.744,7,-5.328,1
0.743,0.787,6,-8.722,1
0.698,0.434,8,-12.892,1
0.659,0.702,2,-9.255,1
0.497,0.292,4,-17.914,0
0.633,0.767,8,-3.934,0
0.402,0.695,0,-8.921,0
0.525,0.119,9,-13.772,0
0.758,0.827,4,-6.151,1
0.795,0.64,1,-13.478,1
0.226,0.166,7,-13.014,0
0.792,0.562,7,-11.379,1
0.802,0.621,5,-7.932,1
0.576,0.708,7,-10.319,0
0.138,0.691,0,-7.976,0
0.387,0.491,9,-16.064,0
0.561,0.452,8,-10.109,0
0.42,0.939,9,-5.692,0
0.339,0.863,9,-9.519,0
0.678,0.332,2,-14.893,0
0.685,0.68,0,-9.494,0
0.736,0.914,8,-6.408,1
0.669,0.188,0,-17.534,0
0.64,0.864,7,-6.576,1
0.595,0.904,2,-6.805,1
0.636,0.708,2,-6.759,1
0.866,0.391,0,-7.632,1
0.26,0.404,7,-17.741,0
0.533,0.967,7,-4.815,0
0.335,0.166,3,-20.491,0
0.705,0.107,8,-12.907,0
0.564,0.628,0,-6.933,1
0.693,0.733,9,-11.365,1
0.415,0.825,2,-10.818,0
0.69,0.813,10,-5.614,1
0.589,0.368,0,-12.979,1
0.643,0.726,9,-9.314,0
0.561,0.909,3,-7.878,1
0.497,0.573,9,-12.278,0
0.643,0.512,0,-7.308,0
0.701,0.469,3,-9.63,1
0.806,0.528,7,-12.126,1
0.357,0.924,6,-13.238,0
0.467,0.664,10,-10.189,1
0.62,0.514,8,-7.948,1
0.477,0.444,9,-8.912,0
0.554,0.58,11,-8.05,1
0.54,0.303,2,-19.708,0
0.443,0.0711,1,-20.146,0
0.315,0.408,4,-15.993,0
0.742,0.753,0,-5.782,1
0.578,0.271,1,-13.197,0
0.718,0.557,9,-10.679,1
0.335,0.0534,7,-15.216,0
0.543,0.658,6,-8.091,1
0.781,0.684,8,-10.282,0
0.573,0.884,2,-7.189,0
0.35,0.895,4,-2.947,0
0.813,0.836,7,-4.23,1
0.793,0.5,6,-13.108,1
0.175,0.967,10,-7.835,0
0.182,0.811,5,-5.682,0
0.472,0.37,6,-9.817,1
0.422,0.917,0,-4.903,0
0.505,0.942,9,-4.228,0
0.697,0.673,1,-4.828,0
0.342,0.792,5,-6.001,1
0.372,0.196,7,-16.532,0
0.596,0.934,0,-3.884,1
0.523,0.823,0,-7.304,0
0.458,0.471,0,-8.44,0
0.384,0.611,7,-11.32,0
0.447,0.319,8,-10.732,1
0.325,0.983,9,-4.899,0
0.469,0.458,7,-13.583,0
0.645,0.328,7,-11.329,1
0.579,0.374,6,-16.054,0
0.692,0.465,0,-13.33,0
0.418,0.745,4,-7.389,0
0.742,0.552,5,-8.859,1
0.641,0.573,9,-9.198,1
0.262,0.777,11,-8.671,1
0.526,0.811,1,-3.818,1
0.336,0.105,9,-14.24,0
0.648,0.815,1,-5.391,1
0.609,0.42,7,-12.594,0
0.585,0.667,2,-7.23,1
0.658,0.869,10,-5.174,0
0.775,0.951,7,-9.318,1
0.871,0.55,0,-7.878,1
0.531,0.344,6,-12.92,0
0.546,0.905,4,-7.016,0
0.506,0.827,4,-8.788,1
0.454,0.488,2,-15.192,0
0.878,0.607,11,-9.032,1
0.761,0.423,4,-10.152,1
0.559,0.582,4,-13.48,0
0.633,0.764,0,-7.212,0
0.691,0.731,4,-10.446,1
0.462,0.164,2,-17.911,0
0.288,0.243,5,-11.83,0
0.765,0.573,0,-11.243,1
0.42,0.668,2,-8.65,0
0.495,0.609,7,-9.902,1
0.792,0.694,8,-8.496,1
0.602,0.911,0,-6.615,1
0.393,0.722,0,-13.58,0
0.421,0.878,11,-7.867,0
0.464,0.214,9,-13.957,0
0.544,0.895,7,-14.212,0
0.267,0.828,2,-12.491,0
0.743,0.584,1,-11.274,1
0.363,0.332,7,-12.906,0
0.465,0.54,1,-7.097,1
0.383,0.659,4,-5.558,1
0.662,0.819,1,-4.869,1
0.576,0.56,0,-7.536,0
0.787,0.606,11,-9.522,0
0.193,0.296,0,-12.531,0
0.626,0.863,0,-4.625,1
0.663,0.462,2,-8.784,1
0.866,0.315,7,-17.73,1
0.501,0.376,5,-10.617,1
0.4,0.317,7,-10.249,1
0.443,0.682,2,-9.501,0
0.604,0.455,0,-9.373,0
0.601,0.914,2,-4.748,1
0.541,0.44,10,-12.206,1
0.647,0.746,2,-10.597,1
0.739,0.575,9,-8.757,0
0.386,0.319,4,-16.512,1
0.68,0.937,10,-5.427,0
0.538,0.214,0,-15.671,0
0.759,0.723,0,-9.315,1
0.749,0.745,2,-10.625,1
0.224,0.151,0,-17.897,0
0.245,0.433,6,-9.537,1
0.621,0.683,5,-7.488,1
0.643,0.7,10,-6.814,1
0.419,0.672,2,-6.353,1
0.62,0.401,9,-10.279,1
0.582,0.881,2,-9.914,0
0.485,0.136,2,-20.631,0
0.817,0.66,1,-9.682,0
0.691,0.428,3,-9.722,1
0.64,0.713,1,-7.494,1
0.52,0.693,5,-9.111,0
0.55,0.848,11,-5.608,0
0.868,0.777,8,-3.562,1
0.679,0.71,3,-5.395,1
0.661,0.751,7,-6.734,1
0.494,0.704,11,-10.423,0
0.859,0.68,10,-9.213,1
0.313,0.927,0,-6.484,0
0.781,0.838,2,-13.943,1
0.552,0.727,11,-7.015,1
0.623,0.342,0,-8.694,1
0.655,0.742,7,-6.247,1
0.751,0.467,9,-13.652,1
0.367,0.955,1,-4.744,0
0.474,0.946,11,-4.758,0
0.749,0.694,0,-4.451,0
0.674,0.767,2,-7.303,1
0.536,0.582,4,-6.589,1
0.594,0.557,7,-13.915,1
0.712,0.967,7,-5.206,1
0.314,0.971,9,-5.699,0
0.179,0.169,9,-19.887,0
0.641,0.179,4,-16.017,0
0.579,0.845,11,-9.173,0
0.387,0.152,2,-22.195,0
0.513,0.304,9,-10.977,0
0.212,0.642,5,-14.46,0
0.624,0.976,5,-5.872,1
0.432,0.904,10,-3.697,1
0.764,0.632,0,-7.452,1
0.636,0.652,3,-10.718,0
0.454,0.981,1,-4.345,0
0.609,0.88,3,-7.407,1
0.802,0.613,9,-11.686,1
0.133,0.111,5,-20.037,0
0.49,0.308,2,-14.861,0
0.423,0.393,3,-14.057,0
0.375,0.632,7,-8.022,0
0.46,0.379,3,-12.862,0
0.632,0.61,10,-10.201,0
0.797,0.563,6,-14.138,1
0.725,0.524,11,-11.121,1
0.102,0.928,0,-4.326,0
0.632,0.886,1,-8.108,0
0.446,0.222,1,-16.059,0
0.279,0.179,2,-22.074,0
0.639,0.763,0,-5.333,1
0.769,0.449,8,-6.757,1
0.667,0.0398,0,-20.78,0
0.539,0.917,8,-10.947,0
0.711,0.879,10,-9.325,1
0.565,0.519,10,-7.137,0
0.693,0.422,5,-9.482,0
0.171,0.835,4,-13.754,0
0.664,0.916,1,-3.888,1
0.703,0.517,7,-13.644,1
0.209,0.903,10,-15.784,0
0.659,0.893,1,-8.324,1
0.811,0.53,2,-8.537,1
0.216,0.239,0,-13.354,0
0.851,0.716,6,-9.356,0
0.468,0.234,7,-19.023,0
0.784,0.982,2,-6.343,1
0.345,0.888,0,-7.604,0
0.263,0.541,10,-10.621,0
0.606,0.599,4,-9.95,0
0.656,0.479,7,-7.055,1
0.705,0.936,7,-5.109,1
0.59,0.803,4,-7.088,1
0.622,0.721,5,-7.797,0
0.751,0.874,7,-5.509,1
0.289,0.887,1,-14.387,0
0.689,0.702,6,-5.642,1
0.637,0.472,5,-7.295,1
0.679,0.793,7,-9.857,0
0.205,0.992,4,-5.314,0
0.538,0.742,11,-7.924,0
0.62,0.611,7,-10.531,1
0.644,0.495,5,-10.175,1
0.264,0.534,5,-7.4,1
0.751,0.558,7,-14.87,1
0.487,0.416,2,-10.77,0
0.725,0.453,1,-9.376,1
0.831,0.44,1,-7.273,1
0.77,0.865,3,-7.531,1
0.328,0.96,0,-6.641,0
0.483,0.673,7,-8.105,1
0.621,0.728,9,-5.546,1
0.895,0.551,11,-11.442,1
0.488,0.0872,9,-16.779,0
0.565,0.532,2,-13.557,0
0.336,0.75,8,-6.12,0
0.675,0.731,7,-9.782,1
0.372,0.547,4,-9.832,0
0.417,0.18,11,-18.217,0
0.521,0.316,10,-12.495,0
0.613,0.645,4,-9.214,1
0.396,0.417,4,-12.153,0
0.578,0.855,5,-8.057,1
0.306,0.547,3,-9.767,0
0.275,0.28,7,-14.582,0
0.255,0.656,4,-6.849,0
0.214,0.867,0,-6.317,0
0.439,0.561,7,-17.68,0
0.699,0.622,4,-13.958,0
0.335,0.429,7,-15.442,0
0.342,0.986,11,-5.657,0
0.545,0.493,5,-12.011,0
0.635,0.0278,2,-21.504,0
0.469,0.813,7,-8.547,0
0.841,0.51,4,-12.675,1
0.718,0.729,0,-5.389,1
0.347,0.239,9,-17.245,0
0.76,0.733,10,-9.312,1
0.573,0.959,10,-6.48,1
0.623,0.292,11,-15.122,0
0.426,0.746,11,-11.406,0
0.515,0.25,5,-7.864,0
0.649,0.776,11,-9.316,0
0.62,0.739,7,-13.833,0
0.535,0.403,10,-11.479,0
0.537,0.662,9,-7.52,1
0.75,0.914,10,-5.707,1
0.776,0.731,9,-12.264,1
0.478,0.976,9,-1.228,1
0.459,0.537,7,-10.777,0
0.927,0.679,11,-5.411,1
0.744,0.459,0,-13.154,0
0.809,0.876,0,-7.681,1
0.868,0.372,4,-12.704,1
0.75,0.719,9,-8.469,1
0.683,0.648,8,-7.332,1
0.475,0.512,6,-8.846,0
0.656,0.889,9,-6.919,0
0.753,0.471,0,-10.48,1
0.392,0.534,0,-8.793,1
0.7,0.465,7,-10.43,1
0.308,0.737,10,-11.784,0
0.806,0.802,1,-7.076,1
0.768,0.787,10,-8.178,1
0.775,0.818,0,-7.113,0
0.709,0.444,6,-9.291,1
0.8,0.475,1,-8.732,1
0.686,0.56,7,-13.191,0
0.205,0.86,1,-8.691,0
0.691,0.394,9,-6.261,1
0.523,0.761,9,-5.684,0
0.286,0.374,10,-10.303,0
0.822,0.661,1,-10.234,1
0.639,0.156,8,-15.403,0
0.625,0.621,10,-9.595,1
0.742,0.671,5,-8.142,0
0.687,0.68,1,-10.835,1
0.566,0.781,11,-6.963,0
0.554,0.816,11,-7.871,1
0.545,0.267,7,-22.258,0
0.66,0.711,5,-10.211,1
0.55,0.241,10,-18.092,1
0.547,0.718,0,-8.309,1
0.799,0.876,10,-3.661,1
0.334,0.925,5,-6.322,0
0.886,0.512,10,-11.825,1
0.356,0.0854,10,-20.427,0
0.65,0.633,0,-10.589,0
0.556,0.839,4,-5.381,1
0.719,0.836,7,-3.798,1
0.558,0.692,1,-8.65,0
0.651,0.766,0,-9.935,1
0.947,0.354,6,-12.844,1
0.439,0.588,3,-15.841,0
0.402,0.481,9,-9.006,0
0.773,0.794,2,-5.486,1
0.708,0.604,6,-13.591,1
0.612,0.647,1,-13.277,0
0.305,0.29,1,-12.623,1
0.651,0.501,0,-8.914,1
0.626,0.646,10,-10.623,0
0.754,0.82,1,-8.622,1
